log_date,country,nth_event,avg_sec,player_count
2026-07-11,AR,1-ALL_LOAD_INTRO_START,2.4,9
2026-07-11,AR,1-INTRO_FB_ENTRY_POINT,2.8,9
2026-07-11,AR,1-1000_LOGIN_COMPLETE,5.6,9
2026-07-11,AR,1-INTRO_OBJECT_POOL_FINISH,5.0,9
2026-07-11,AR,1-ALL_LOAD_INTRO_FINISH,2.7,9
2026-07-11,AR,1-6040_SETTING_LANGUAGE,4.3,9
2026-07-11,AR,1-6000_FRIEND_COUNT,3.2,9
2026-07-11,AR,1-INTRO_FB_ENTRY_DATA_FINISH,4.6,9
2026-07-11,AR,1-1010_LOAD_COMPLETE,8.4,9
2026-07-11,AR,1-INTRO_SIGNED_PLAYER_INFO,2.8,9
2026-07-11,AR,1-6020_USER_CURRENT_LEVEL,6.0,9
2026-07-11,AR,1-INTRO_GAME_DATA,3.0,9
2026-07-11,AR,1-9400_GOLD_TRANSACTION_LOG,5.4,9
2026-07-11,AR,1-INTRO_FB_SUBSCRIBE_BOT_FINISH,3.9,9
2026-07-11,AR,1-INTRO_FB_START_FINISH,0.0,9
2026-07-11,AR,1-INTRO_BUNDLE,2.8,9
2026-07-11,AR,1-ALL_LOAD_INTRO,2.4,9
2026-07-11,AR,1-6012_USER_HAMMER_BALANCE,6.0,9
2026-07-11,AR,1-INTRO_FB_FRIEND_FINISH,3.2,9
2026-07-11,AR,1-INTRO_FB_ENTRY_DATA,3.9,9
2026-07-11,AR,1-INTRO_SIGNED_PLAYER_INFO_FINISH,3.2,9
2026-07-11,AR,1-INTRO_FB_ENTRY_POINT_FINISH,3.9,9
2026-07-11,AR,1-INTRO_FB_FRIEND,2.8,9
2026-07-11,AR,1-INTRO_LOGIN,5.1,9
2026-07-11,AR,1-INTRO_GAME_DATA_FINISH,4.6,9
2026-07-11,AR,1-2100_GAMEPLAY_START,8.4,9
2026-07-11,AR,1-ALL_LOAD_FB,0.7,9
2026-07-11,AR,1-6011_USER_TICKET_BALANCE,6.0,9
2026-07-11,AR,1-9403_BOOSTER_TRANSACTION_LOG,5.6,9
2026-07-11,AR,1-12001_INTRO_DIRECT_ENTRY_START,6.1,9
2026-07-11,AR,1-INTRO_BUNDLE_FINISH,4.3,9
2026-07-11,AR,1-6030_USER_CITY_STATUS,6.0,9
2026-07-11,AR,1-12002_INTRO_DIRECT_ENTRY_END,8.6,9
2026-07-11,AR,1-INTRO_OBJECT_POOL,4.3,9
2026-07-11,AR,1-INTRO_FB_SUBSCRIBE_BOT,2.8,9
2026-07-11,AR,1-6010_USER_GOLD_BALANCE,6.0,9
2026-07-11,AR,1-9402_HAMMER_TRANSACTION_LOG,29.5,8
2026-07-11,AR,1-2210_GAMEPLAY_COMBO_REWARD,28.8,8
2026-07-11,AR,1-2150_GAMEPLAY_NRU_CARD_MATCH,15.6,8
2026-07-11,AR,1-2110_TUTO_INGAME_INTRO,10.4,8
2026-07-11,AR,1-2151_GAMEPLAY_NRU_MATCHES,28.8,8
2026-07-11,AR,1-2141_TUTO_STEP_COMPLETE,13.0,8
2026-07-11,AR,1-7180_BTN_DRAW_DECK,47.4,8
2026-07-11,AR,1-2213_GAMEPLAY_DECK_BONUS,27.3,8
2026-07-11,AR,1-12000_TEST_TOUCH,11.8,8
2026-07-11,AR,1-2300_GAMEPLAY_FINISH,28.8,8
2026-07-11,AR,1-2410_FINISH_RESULT_CLAIM,32.4,8
2026-07-11,AR,1-2400_FINISH_RESULT,30.1,8
2026-07-11,AR,1-9990_PLAY_FIRST_TOUCH,14.1,8
2026-07-11,AR,1-2610_GIMMICK_PLUS_CARD_MATCH,116.1,7
2026-07-11,AR,1-2510_ENTRY_COST_PAY,69.7,7
2026-07-11,AR,1-2090_PRE_LEVEL_SHOW,68.3,7
2026-07-11,AR,1-3120_TOURNAMENT_CREATE_FAIL,111.6,7
2026-07-11,AR,1-5700_LOBBY,62.3,7
2026-07-11,AR,1-2094_PRE_LEVEL_PLAY,69.7,7
2026-07-11,AR,1-2114_TUTO_PRE_LEVEL_POPUP,68.3,7
2026-07-11,AR,1-2116_TUTO_PLUS_CARD,114.9,7
2026-07-11,AR,1-2111_TUTO_DECK_DRAW,36.0,7
2026-07-11,AR,1-3100_TOURNAMENT_CREATE,110.9,7
2026-07-11,AR,1-2600_GIMMICK_FIRST_APPEAR,114.9,7
2026-07-11,AR,1-2212_GAMEPLAY_STREAK_STAR_EARN,178.0,6
2026-07-11,AR,1-2119_TUTO_STREAK,169.3,6
2026-07-11,AR,1-2211_GAMEPLAY_STREAK_METER_FILL,178.0,6
2026-07-11,AR,1-6110_IDLE_GOLD_COLLECT_TRY,149.0,6
2026-07-11,AR,1-5200_LEADERBOARD,212.2,6
2026-07-11,AR,1-11001_GAMEPLAY_FINISH_5,201.5,6
2026-07-11,AR,1-6111_IDLE_GOLD_COLLECT_SUCCESS,149.2,6
2026-07-11,AR,1-8060_DAILY_CHECKIN_POPUP,242.6,5
2026-07-11,AR,1-8062_DAILY_CHECKIN_CLAIM_SUCCESS,244.8,5
2026-07-11,AR,1-8064_BTN_DAILY_CHECKIN_CLOSE,246.4,5
2026-07-11,AR,1-11002_GAMEPLAY_FINISH_6,238.0,5
2026-07-11,AR,1-8061_DAILY_CHECKIN_CLAIM_TRY,244.8,5
2026-07-11,AR,1-8105_BTN_CITY_DECO_CLOSE,243.3,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_START_Android,2.8,4
2026-07-11,AR,1-FIRST_LOAD_FB_etc,0.3,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_etc,2.5,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_FINISH_Android,3.0,4
2026-07-11,AR,1-FIRST_LOAD_FB_Android,1.3,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_START_etc,2.5,4
2026-07-11,AR,1-8100_CITY_DECO_POPUP,238.8,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_FINISH_etc,2.8,4
2026-07-11,AR,1-FIRST_LOAD_INTRO_Android,2.8,4
2026-07-11,AR,1-8101_CITY_DECO_UPGRADE_TRY,240.5,4
2026-07-11,AR,1-8102_CITY_DECO_UPGRADE_SUCCESS,240.5,4
2026-07-11,AR,1-2125_TUTO_BOOSTER_EXTRADECK,386.3,3
2026-07-11,AR,1-5105_BTN_DAILY_TASK_CLOSE,480.7,3
2026-07-11,AR,1-11006_GAMEPLAY_FINISH_10,393.3,3
2026-07-11,AR,1-8050_DAILY_WHEEL_POPUP,330.0,3
2026-07-11,AR,1-2190_GAMEPLAY_ITEM_EXTRADECK_TRY,454.3,3
2026-07-11,AR,1-2093_PRE_LEVEL_BETTING,349.3,3
2026-07-11,AR,1-8053_BTN_DAILY_WHEEL_CLOSE,343.0,3
2026-07-11,AR,1-2123_TUTO_BOOSTER_FIREWORKS,302.3,3
2026-07-11,AR,1-5100_DAILY_TASK,477.0,3
2026-07-11,AR,1-11004_GAMEPLAY_FINISH_8,283.7,3
2026-07-11,AR,1-2124_TUTO_BOOSTER_WILDCARD,225.0,3
2026-07-11,AR,1-2091_PRE_LEVEL_BOOSTER_SELECT,304.3,3
2026-07-11,AR,1-11005_GAMEPLAY_FINISH_9,321.7,3
2026-07-11,AR,1-2122_TUTO_BOOSTER_UNDO,264.7,3
2026-07-11,AR,1-2127_TUTO_BETTING_2,346.7,3
2026-07-11,AR,1-2191_GAMEPLAY_ITEM_EXTRADECK_SUCCESS,454.7,3
2026-07-11,AR,1-8120_COLLECTION_POPUP,251.3,3
2026-07-11,AR,1-11003_GAMEPLAY_FINISH_7,245.3,3
2026-07-11,AR,1-8051_DAILY_WHEEL_SPIN_SUCCESS,338.3,3
2026-07-11,AR,1-5522_LEADERBOARD_FRIEND_GIFT_SUCCESS,233.5,2
2026-07-11,AR,1-3010_SWITCH_CONTEXT_SUCCESS,233.0,2
2026-07-11,AR,1-ALL_INTRO_DEBUG_ERROR_98,13.5,2
2026-07-11,AR,1-5412_EVENT_RED_CARD_MILESTONE_CLOSE,473.5,2
2026-07-11,AR,1-5201_BTN_LEADERBOARD_FRIENDS_TAB,224.0,2
2026-07-11,AR,1-3500_FEED_SHARE,88.0,2
2026-07-11,AR,1-5521_LEADERBOARD_FRIEND_GIFT_TRY,227.5,2
2026-07-11,AR,1-2130_TUTO_GIMMICK_RUNNER,515.5,2
2026-07-11,AR,1-5410_EVENT_RED_CARD_MILESTONE,470.0,2
2026-07-11,AR,1-3510_FEED_SHARE_SUCCESS,94.5,2
2026-07-11,AR,1-NETWORK_TIMEOUT_RETRY,8.0,2
2026-07-11,AR,1-3000_SWITCH_CONTEXT_START,227.5,2
2026-07-11,AR,1-3410_MSG_P2P_SUCCESS,235.0,2
2026-07-11,AR,1-NETWORK_TIMEOUT,8.0,2
2026-07-11,AR,1-3400_MSG_P2P,233.5,2
2026-07-11,AR,1-ALL_INTRO_DEBUG_ERROR_PASS_AFTER_98,15.5,2
2026-07-11,AR,1-3610_SCREENSHOT_SHARE_SUCCESS,94.5,2
2026-07-11,AR,1-2170_GAMEPLAY_ITEM_FIREWORKS_TRY,332.5,2
2026-07-11,AR,1-2620_GIMMICK_RUNNER_MOVE,519.0,2
2026-07-11,AR,1-2171_GAMEPLAY_ITEM_FIREWORKS_SUCCESS,332.5,2
2026-07-11,AR,1-3600_SCREENSHOT_SHARE,88.0,2
2026-07-11,AT,1-2151_GAMEPLAY_NRU_MATCHES,113.0,2
2026-07-11,AT,1-INTRO_SIGNED_PLAYER_INFO,3.5,2
2026-07-11,AT,1-ALL_LOAD_INTRO,3.0,2
2026-07-11,AT,1-6000_FRIEND_COUNT,3.5,2
2026-07-11,AT,1-6030_USER_CITY_STATUS,6.0,2
2026-07-11,AT,1-INTRO_BUNDLE_FINISH,4.0,2
2026-07-11,AT,1-6010_USER_GOLD_BALANCE,6.0,2
2026-07-11,AT,1-6040_SETTING_LANGUAGE,4.0,2
2026-07-11,AT,1-6020_USER_CURRENT_LEVEL,6.0,2
2026-07-11,AT,1-INTRO_FB_SUBSCRIBE_BOT,3.5,2
2026-07-11,AT,1-INTRO_OBJECT_POOL,4.0,2
2026-07-11,AT,1-1010_LOAD_COMPLETE,11.5,2
2026-07-11,AT,1-INTRO_BUNDLE,3.5,2
2026-07-11,AT,1-ALL_LOAD_FB,1.5,2
2026-07-11,AT,1-INTRO_LOGIN,5.0,2
2026-07-11,AT,1-2150_GAMEPLAY_NRU_CARD_MATCH,88.5,2
2026-07-11,AT,1-INTRO_OBJECT_POOL_FINISH,9.0,2
2026-07-11,AT,1-INTRO_FB_ENTRY_POINT,3.5,2
2026-07-11,AT,1-INTRO_FB_FRIEND,3.5,2
2026-07-11,AT,1-12001_INTRO_DIRECT_ENTRY_START,9.5,2
2026-07-11,AT,1-9400_GOLD_TRANSACTION_LOG,5.5,2
2026-07-11,AT,1-2213_GAMEPLAY_DECK_BONUS,111.5,2
2026-07-11,AT,1-6012_USER_HAMMER_BALANCE,6.0,2
2026-07-11,AT,1-2300_GAMEPLAY_FINISH,113.0,2
2026-07-11,AT,1-INTRO_FB_ENTRY_DATA_FINISH,4.5,2
2026-07-11,AT,1-INTRO_GAME_DATA_FINISH,5.0,2
2026-07-11,AT,1-INTRO_FB_ENTRY_DATA,4.0,2
2026-07-11,AT,1-12002_INTRO_DIRECT_ENTRY_END,11.5,2
2026-07-11,AT,1-2100_GAMEPLAY_START,11.5,2
2026-07-11,AT,1-9990_PLAY_FIRST_TOUCH,87.5,2
2026-07-11,AT,1-ALL_LOAD_INTRO_START,3.0,2
2026-07-11,AT,1-2210_GAMEPLAY_COMBO_REWARD,113.0,2
2026-07-11,AT,1-2400_FINISH_RESULT,113.5,2
2026-07-11,AT,1-1000_LOGIN_COMPLETE,6.0,2
2026-07-11,AT,1-INTRO_GAME_DATA,3.5,2
2026-07-11,AT,1-ALL_LOAD_INTRO_FINISH,3.0,2
2026-07-11,AT,1-INTRO_FB_ENTRY_POINT_FINISH,4.0,2
2026-07-11,AT,1-6011_USER_TICKET_BALANCE,6.0,2
2026-07-11,AT,1-9402_HAMMER_TRANSACTION_LOG,112.0,2
2026-07-11,AT,1-INTRO_FB_START_FINISH,0.0,2
2026-07-11,AT,1-INTRO_FB_FRIEND_FINISH,3.5,2
2026-07-11,AT,1-INTRO_SIGNED_PLAYER_INFO_FINISH,3.5,2
2026-07-11,AT,1-12000_TEST_TOUCH,12.0,2
2026-07-11,AT,1-INTRO_FB_SUBSCRIBE_BOT_FINISH,4.0,2
2026-07-11,AT,1-9403_BOOSTER_TRANSACTION_LOG,5.5,2
2026-07-11,AT,1-2110_TUTO_INGAME_INTRO,13.0,2
2026-07-11,AT,1-2141_TUTO_STEP_COMPLETE,17.5,2
2026-07-11,BD,1-INTRO_FB_ENTRY_DATA_FINISH,11.8,9
2026-07-11,BD,1-INTRO_BUNDLE,9.6,9
2026-07-11,BD,1-FIRST_LOAD_INTRO_FINISH_Android,5.3,9
2026-07-11,BD,1-6040_SETTING_LANGUAGE,10.9,9
2026-07-11,BD,1-FIRST_LOAD_INTRO_START_Android,5.0,9
2026-07-11,BD,1-INTRO_SIGNED_PLAYER_INFO_FINISH,9.9,9
2026-07-11,BD,1-9400_GOLD_TRANSACTION_LOG,13.2,9
2026-07-11,BD,1-INTRO_GAME_DATA_FINISH,12.0,9
2026-07-11,BD,1-9403_BOOSTER_TRANSACTION_LOG,13.3,9
2026-07-11,BD,1-ALL_LOAD_INTRO_FINISH,5.3,9
2026-07-11,BD,1-INTRO_FB_ENTRY_DATA,10.8,9
2026-07-11,BD,1-INTRO_FB_SUBSCRIBE_BOT_FINISH,10.8,9
2026-07-11,BD,1-6010_USER_GOLD_BALANCE,13.7,9
2026-07-11,BD,1-INTRO_OBJECT_POOL,10.9,9
2026-07-11,BD,1-FIRST_LOAD_INTRO_Android,4.9,9
2026-07-11,BD,1-INTRO_FB_ENTRY_POINT,9.6,9
2026-07-11,BD,1-ALL_LOAD_FB,1.7,9
2026-07-11,BD,1-ALL_LOAD_INTRO,5.0,9
2026-07-11,BD,1-6020_USER_CURRENT_LEVEL,14.0,9
2026-07-11,BD,1-INTRO_SIGNED_PLAYER_INFO,9.6,9
2026-07-11,BD,1-6030_USER_CITY_STATUS,14.1,9
2026-07-11,BD,1-INTRO_BUNDLE_FINISH,10.8,9
2026-07-11,BD,1-INTRO_LOGIN,12.4,9
2026-07-11,BD,1-INTRO_FB_ENTRY_POINT_FINISH,10.7,9
2026-07-11,BD,1-INTRO_FB_SUBSCRIBE_BOT,9.6,9
2026-07-11,BD,1-6012_USER_HAMMER_BALANCE,13.9,9
2026-07-11,BD,1-1000_LOGIN_COMPLETE,13.3,9
2026-07-11,BD,1-6011_USER_TICKET_BALANCE,13.7,9
2026-07-11,BD,1-6000_FRIEND_COUNT,10.2,9
2026-07-11,BD,1-INTRO_FB_START_FINISH,0.0,9
2026-07-11,BD,1-FIRST_LOAD_FB_Android,1.7,9
2026-07-11,BD,1-ALL_LOAD_INTRO_START,5.0,9
2026-07-11,BD,1-INTRO_GAME_DATA,9.8,9
2026-07-11,BD,1-INTRO_FB_FRIEND_FINISH,10.2,9
2026-07-11,BD,1-INTRO_FB_FRIEND,9.6,9
2026-07-11,BD,1-12002_INTRO_DIRECT_ENTRY_END,20.1,8
2026-07-11,BD,1-12000_TEST_TOUCH,19.3,8
2026-07-11,BD,1-2100_GAMEPLAY_START,21.8,8
2026-07-11,BD,1-1010_LOAD_COMPLETE,21.9,8
2026-07-11,BD,1-12001_INTRO_DIRECT_ENTRY_START,15.3,8
2026-07-11,BD,1-INTRO_OBJECT_POOL_FINISH,13.5,8
2026-07-11,BD,1-2110_TUTO_INGAME_INTRO,49.7,7
2026-07-11,BD,1-FIRST_INTRO_DEBUG_ERROR_98_Android,15.0,6
2026-07-11,BD,1-ALL_INTRO_DEBUG_ERROR_98,15.0,6
2026-07-11,BD,1-2141_TUTO_STEP_COMPLETE,69.2,6
2026-07-11,BD,1-ALL_INTRO_DEBUG_ERROR_PASS_AFTER_98,38.5,4
2026-07-11,BD,1-FIRST_INTRO_DEBUG_ERROR_PASS_AFTER_98_Android,37.3,3
2026-07-11,BD,1-12020_FRAME_DROP_LOG,259.5,2
2026-07-11,BE,1-6012_USER_HAMMER_BALANCE,3.0,7
2026-07-11,BE,1-9400_GOLD_TRANSACTION_LOG,2.4,7
2026-07-11,BE,1-2213_GAMEPLAY_DECK_BONUS,27.1,7
2026-07-11,BE,1-12002_INTRO_DIRECT_ENTRY_END,5.3,7
2026-07-11,BE,1-INTRO_FB_ENTRY_DATA_FINISH,2.1,7
2026-07-11,BE,1-7180_BTN_DRAW_DECK,45.9,7
2026-07-11,BE,1-INTRO_FB_FRIEND_FINISH,1.6,7
2026-07-11,BE,1-9990_PLAY_FIRST_TOUCH,15.3,7
2026-07-11,BE,1-3120_TOURNAMENT_CREATE_FAIL,99.4,7
2026-07-11,BE,1-6010_USER_GOLD_BALANCE,2.9,7
2026-07-11,BE,1-9403_BOOSTER_TRANSACTION_LOG,2.6,7
2026-07-11,BE,1-12001_INTRO_DIRECT_ENTRY_START,3.4,7
2026-07-11,BE,1-ALL_LOAD_INTRO_FINISH,0.9,7
2026-07-11,BE,1-2150_GAMEPLAY_NRU_CARD_MATCH,16.3,7
2026-07-11,BE,1-ALL_LOAD_INTRO,0.9,7
2026-07-11,BE,1-INTRO_FB_ENTRY_DATA,1.7,7
2026-07-11,BE,1-2400_FINISH_RESULT,29.6,7
2026-07-11,BE,1-ALL_LOAD_INTRO_START,0.9,7
2026-07-11,BE,1-2300_GAMEPLAY_FINISH,28.7,7
2026-07-11,BE,1-2111_TUTO_DECK_DRAW,37.0,7
2026-07-11,BE,1-1010_LOAD_COMPLETE,5.1,7
2026-07-11,BE,1-6030_USER_CITY_STATUS,3.0,7
2026-07-11,BE,1-2114_TUTO_PRE_LEVEL_POPUP,69.7,7
2026-07-11,BE,1-6020_USER_CURRENT_LEVEL,3.0,7
2026-07-11,BE,1-2141_TUTO_STEP_COMPLETE,13.7,7
2026-07-11,BE,1-1000_LOGIN_COMPLETE,2.6,7
2026-07-11,BE,1-3100_TOURNAMENT_CREATE,99.0,7
2026-07-11,BE,1-INTRO_OBJECT_POOL,1.6,7
2026-07-11,BE,1-2151_GAMEPLAY_NRU_MATCHES,28.7,7
2026-07-11,BE,1-INTRO_FB_SUBSCRIBE_BOT_FINISH,1.9,7
2026-07-11,BE,1-ALL_LOAD_FB,0.0,7
2026-07-11,BE,1-6040_SETTING_LANGUAGE,1.6,7
2026-07-11,BE,1-6000_FRIEND_COUNT,1.6,7
2026-07-11,BE,1-INTRO_BUNDLE_FINISH,1.4,7
2026-07-11,BE,1-INTRO_SIGNED_PLAYER_INFO_FINISH,1.1,7
2026-07-11,BE,1-INTRO_FB_ENTRY_POINT_FINISH,1.7,7
2026-07-11,BE,1-FIRST_LOAD_INTRO_START_etc,0.9,7
2026-07-11,BE,1-INTRO_SIGNED_PLAYER_INFO,0.9,7
2026-07-11,BE,1-9402_HAMMER_TRANSACTION_LOG,27.7,7
2026-07-11,BE,1-INTRO_BUNDLE,0.9,7
2026-07-11,BE,1-INTRO_GAME_DATA,0.9,7
2026-07-11,BE,1-6011_USER_TICKET_BALANCE,3.0,7
2026-07-11,BE,1-2210_GAMEPLAY_COMBO_REWARD,28.7,7
2026-07-11,BE,1-FIRST_LOAD_INTRO_etc,0.9,7
2026-07-11,BE,1-FIRST_LOAD_FB_etc,0.0,7
2026-07-11,BE,1-INTRO_GAME_DATA_FINISH,2.3,7
2026-07-11,BE,1-INTRO_FB_START_FINISH,0.0,7
2026-07-11,BE,1-2100_GAMEPLAY_START,5.1,7
2026-07-11,BE,1-2410_FINISH_RESULT_CLAIM,33.0,7
2026-07-11,BE,1-INTRO_LOGIN,2.4,7
2026-07-11,BE,1-FIRST_LOAD_INTRO_FINISH_etc,0.9,7
2026-07-11,BE,1-2094_PRE_LEVEL_PLAY,72.7,7
2026-07-11,BE,1-2110_TUTO_INGAME_INTRO,6.6,7
2026-07-11,BE,1-12000_TEST_TOUCH,13.4,7
2026-07-11,BE,1-2510_ENTRY_COST_PAY,72.7,7
2026-07-11,BE,1-5700_LOBBY,67.0,7
2026-07-11,BE,1-INTRO_FB_ENTRY_POINT,0.9,7
2026-07-11,BE,1-INTRO_FB_FRIEND,0.9,7
2026-07-11,BE,1-INTRO_OBJECT_POOL_FINISH,1.7,7
2026-07-11,BE,1-INTRO_FB_SUBSCRIBE_BOT,0.9,7
2026-07-11,BE,1-2090_PRE_LEVEL_SHOW,69.6,7
2026-07-11,BE,1-6110_IDLE_GOLD_COLLECT_TRY,186.5,6
2026-07-11,BE,1-11002_GAMEPLAY_FINISH_6,300.2,6
2026-07-11,BE,1-2211_GAMEPLAY_STREAK_METER_FILL,211.0,6
2026-07-11,BE,1-11001_GAMEPLAY_FINISH_5,237.7,6
2026-07-11,BE,1-5200_LEADERBOARD,246.8,6
2026-07-11,BE,1-2116_TUTO_PLUS_CARD,149.0,6
2026-07-11,BE,1-2600_GIMMICK_FIRST_APPEAR,149.0,6
2026-07-11,BE,1-6111_IDLE_GOLD_COLLECT_SUCCESS,186.5,6
2026-07-11,BE,1-2610_GIMMICK_PLUS_CARD_MATCH,151.2,6
2026-07-11,BE,1-2119_TUTO_STREAK,199.7,6
2026-07-11,BE,1-2212_GAMEPLAY_STREAK_STAR_EARN,210.8,6
2026-07-11,BE,1-8060_DAILY_CHECKIN_POPUP,301.4,5
2026-07-11,BE,1-2122_TUTO_BOOSTER_UNDO,400.6,5
2026-07-11,BE,1-8062_DAILY_CHECKIN_CLAIM_SUCCESS,304.2,5
2026-07-11,BE,1-8064_BTN_DAILY_CHECKIN_CLOSE,305.6,5
2026-07-11,BE,1-2124_TUTO_BOOSTER_WILDCARD,322.2,5
2026-07-11,BE,1-11003_GAMEPLAY_FINISH_7,355.6,5
2026-07-11,BE,1-8061_DAILY_CHECKIN_CLAIM_TRY,304.2,5
2026-07-11,BE,1-8120_COLLECTION_POPUP,367.4,5
2026-07-11,BE,1-11004_GAMEPLAY_FINISH_8,385.5,4
2026-07-11,BE,1-2091_PRE_LEVEL_BOOSTER_SELECT,429.8,4
2026-07-11,BE,1-11005_GAMEPLAY_FINISH_9,457.0,4
2026-07-11,BE,1-4200_RV_START,438.5,4
2026-07-11,BE,1-2123_TUTO_BOOSTER_FIREWORKS,425.0,4
2026-07-11,BE,1-2171_GAMEPLAY_ITEM_FIREWORKS_SUCCESS,458.3,3
2026-07-11,BE,1-8051_DAILY_WHEEL_SPIN_SUCCESS,468.3,3
2026-07-11,BE,1-2125_TUTO_BOOSTER_EXTRADECK,474.0,3
2026-07-11,BE,1-8130_CITY_LIST_POPUP,327.7,3
2026-07-11,BE,1-2170_GAMEPLAY_ITEM_FIREWORKS_TRY,458.3,3
2026-07-11,BE,1-8050_DAILY_WHEEL_POPUP,459.7,3
2026-07-11,BE,1-2160_GAMEPLAY_ITEM_UNDO_TRY,449.0,2
2026-07-11,BE,1-8100_CITY_DECO_POPUP,234.5,2
2026-07-11,BE,1-12020_FRAME_DROP_LOG,247.0,2
2026-07-11,BE,1-8105_BTN_CITY_DECO_CLOSE,242.0,2
2026-07-11,BE,1-2180_GAMEPLAY_ITEM_WILDCARD_TRY,394.5,2
2026-07-11,BE,1-2191_GAMEPLAY_ITEM_EXTRADECK_SUCCESS,479.0,2
2026-07-11,BE,1-2093_PRE_LEVEL_BETTING,428.0,2
2026-07-11,BE,1-2127_TUTO_BETTING_2,423.5,2
2026-07-11,BE,1-8102_CITY_DECO_UPGRADE_SUCCESS,238.0,2
2026-07-11,BE,1-LOAD_INTRO_etc,380.5,2
2026-07-11,BE,1-8053_BTN_DAILY_WHEEL_CLOSE,420.5,2
2026-07-11,BE,1-9401_TICKET_TRANSACTION_LOG,494.5,2
2026-07-11,BE,1-LOAD_INTRO_START_etc,380.5,2
2026-07-11,BE,1-LOAD_INTRO_FINISH_etc,380.5,2
2026-07-11,BE,1-LOAD_FB_etc,380.5,2
2026-07-11,BE,1-2190_GAMEPLAY_ITEM_EXTRADECK_TRY,479.0,2
2026-07-11,BE,1-8131_CITY_LIST_SELECT,451.0,2
2026-07-11,BE,1-2161_GAMEPLAY_ITEM_UNDO_SUCCESS,449.0,2
2026-07-11,BE,1-8101_CITY_DECO_UPGRADE_TRY,237.5,2
2026-07-11,BE,1-11006_GAMEPLAY_FINISH_10,490.0,2
2026-07-11,BE,1-2181_GAMEPLAY_ITEM_WILDCARD_SUCCESS,394.5,2
2026-07-11,BG,1-9400_GOLD_TRANSACTION_LOG,7.0,2
2026-07-11,BG,1-2110_TUTO_INGAME_INTRO,12.5,2
2026-07-11,BG,1-INTRO_FB_ENTRY_DATA,5.0,2
2026-07-11,BG,1-2151_GAMEPLAY_NRU_MATCHES,45.0,2
2026-07-11,BG,1-INTRO_FB_ENTRY_POINT,3.5,2
2026-07-11,BG,1-INTRO_GAME_DATA,3.5,2
2026-07-11,BG,1-12002_INTRO_DIRECT_ENTRY_END,10.0,2
2026-07-11,BG,1-6040_SETTING_LANGUAGE,5.0,2
2026-07-11,BG,1-ALL_LOAD_INTRO_START,3.0,2
2026-07-11,BG,1-INTRO_BUNDLE_FINISH,5.0,2
2026-07-11,BG,1-2300_GAMEPLAY_FINISH,45.0,2
2026-07-11,BG,1-2100_GAMEPLAY_START,10.0,2
2026-07-11,BG,1-INTRO_FB_FRIEND,3.5,2
2026-07-11,BG,1-INTRO_FB_SUBSCRIBE_BOT_FINISH,5.0,2
2026-07-11,BG,1-2400_FINISH_RESULT,47.0,2
2026-07-11,BG,1-FIRST_LOAD_INTRO_START_etc,3.0,2
2026-07-11,BG,1-6010_USER_GOLD_BALANCE,7.5,2
2026-07-11,BG,1-2410_FINISH_RESULT_CLAIM,48.5,2
2026-07-11,BG,1-6030_USER_CITY_STATUS,7.5,2
2026-07-11,BG,1-INTRO_FB_SUBSCRIBE_BOT,3.5,2
2026-07-11,BG,1-FIRST_LOAD_FB_etc,1.0,2
2026-07-11,BG,1-1000_LOGIN_COMPLETE,7.5,2
2026-07-11,BG,1-ALL_LOAD_INTRO_FINISH,3.5,2
2026-07-11,BG,1-INTRO_SIGNED_PLAYER_INFO_FINISH,4.0,2
2026-07-11,BG,1-12000_TEST_TOUCH,31.0,2
2026-07-11,BG,1-INTRO_FB_FRIEND_FINISH,3.5,2
2026-07-11,BG,1-2111_TUTO_DECK_DRAW,52.5,2
2026-07-11,BG,1-2141_TUTO_STEP_COMPLETE,31.0,2
2026-07-11,BG,1-1010_LOAD_COMPLETE,10.0,2
2026-07-11,BG,1-6020_USER_CURRENT_LEVEL,7.5,2
2026-07-11,BG,1-INTRO_FB_START_FINISH,0.0,2
2026-07-11,BG,1-INTRO_OBJECT_POOL_FINISH,5.5,2
2026-07-11,BG,1-ALL_LOAD_INTRO,3.0,2
2026-07-11,BG,1-ALL_LOAD_FB,1.0,2
2026-07-11,BG,1-FIRST_LOAD_INTRO_etc,3.0,2
2026-07-11,BG,1-2150_GAMEPLAY_NRU_CARD_MATCH,33.0,2
2026-07-11,BG,1-INTRO_SIGNED_PLAYER_INFO,3.5,2
2026-07-11,BG,1-INTRO_LOGIN,7.0,2
2026-07-11,BG,1-INTRO_OBJECT_POOL,5.0,2
2026-07-11,BG,1-9990_PLAY_FIRST_TOUCH,33.0,2
2026-07-11,BG,1-2213_GAMEPLAY_DECK_BONUS,43.5,2
2026-07-11,BG,1-9402_HAMMER_TRANSACTION_LOG,44.0,2
2026-07-11,BG,1-9403_BOOSTER_TRANSACTION_LOG,7.0,2
2026-07-11,BG,1-6000_FRIEND_COUNT,4.0,2
2026-07-11,BG,1-FIRST_LOAD_INTRO_FINISH_etc,3.5,2
